"Gene_Symbol","Gene_ID","log2FC","Regulation","Degree","Betweenness","Closeness","Eigenvector","PageRank"
"SLC22A8","9376",-8.43230451994553,"Downregulated",12,0.0289712921487877,0.35230352303523,0.0954782307083245,0.00411608354128503
"SLC1A4","6509",1.83234624011562,"Upregulated",5,0.00110251486499043,0.307813733228098,0.0548257279118041,0.00167942469224554
"HHIP","64399",-1.64426176198018,"Downregulated",4,0.000548642147563496,0.288888888888889,0.0288211193792281,0.00143542581858087
"HSF4","3299",2.55721563188947,"Upregulated",3,0.00670284072773699,0.284879474068663,0.0140755256870675,0.00232240910872466
"AFAP1L1","134265",1.67797812431448,"Upregulated",2,0.00335573364619008,0.270083102493075,0.00927664796886612,0.00141352290208574
"PCCB","5096",-1.51215000286161,"Downregulated",19,0.00200879440535716,0.328282828282828,0.287345006970575,0.00372858991026749
"SPAG4","6676",4.22557912807688,"Upregulated",3,0.00345276353056436,0.229142185663925,0.00132931538501437,0.00174513287607264
"DGAT2","84649",-1.6572167270663,"Downregulated",16,0.00222141799134476,0.323383084577114,0.20350127311047,0.00350003890569105
"SSTR2","6752",-1.894135232098,"Downregulated",2,0.000125410761358708,0.28322440087146,0.0172324796238011,0.00080665498882438
"PALM","5064",-2.28126881006125,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"WLS","79971",-1.40282609571826,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"HVCN1","84329",1.31235384149868,"Upregulated",1,0,0.261394101876676,0.00486641261799843,0.000605394401035229
"TGFA","7039",1.79353982238801,"Upregulated",11,0.000990847883313038,0.357470210815765,0.18280793904002,0.00264984739600078
"MCM5","4174",1.39047508622027,"Upregulated",7,0.000980358366206563,0.299309286262471,0.034993096869999,0.00201612855501085
"TLR3","7098",1.63587309617656,"Upregulated",19,0.00275608800520557,0.364826941066417,0.31727234334673,0.00408873291958126
"PDE7B","27115",-1.75811937711839,"Downregulated",2,0,0.276988636363636,0.0186924386445613,0.000826038426359391
"SPI1","6688",1.8151436031308,"Upregulated",14,0.00239733866383347,0.322314049586777,0.136468533026448,0.00335579273631369
"USP2","9099",-4.38777033489859,"Downregulated",5,0.00372009155182803,0.32967032967033,0.0468473104210006,0.00170761781894539
"CADM4","199731",-2.37058625411983,"Downregulated",1,0,0.249839846252402,0.00417806072511494,0.000659377078191539
"MELK","9833",2.0689742947998,"Upregulated",7,6.16183188797297e-06,0.271021542738012,0.0142392201391838,0.00211301540817637
"CD247","919",2.14455129364447,"Upregulated",13,0.000605402968296858,0.340314136125654,0.216535057336977,0.00286382299409049
"EGFR","1956",1.6994851062454,"Upregulated",72,0.110080081402569,0.46594982078853,0.831651179559737,0.017213905135558
"FAM81A","145773",-2.06996328413167,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"PLOD3","8985",1.53384533882475,"Upregulated",6,0.00335573364619008,0.237082066869301,0.00439219232219982,0.00230395509812854
"ATP6V0A4","50617",-6.70379627906283,"Downregulated",8,0.00593875530271078,0.341805433829974,0.0575666685430556,0.00253361789072025
"BTN3A2","11118",1.41454018975024,"Upregulated",8,0.000875580463415286,0.308300395256917,0.0604656207665766,0.00201841750331125
"SLC26A6","65010",-1.32871929321371,"Downregulated",5,0.0011542887148901,0.299769408147579,0.0332391223741358,0.00147420586455335
"CASR","846",-4.97319369568597,"Downregulated",12,0.0059901651084968,0.353901996370236,0.0968908717882476,0.00313654308190702
"CDH5","1003",1.39938256518999,"Upregulated",24,0.021193280668865,0.381978452497551,0.263256600238251,0.00645446010028858
"SEMA6D","80031",-2.45924455266701,"Downregulated",3,0.000115648810772645,0.270833333333333,0.0083852327768813,0.00116630557075598
"SLC7A9","11136",-2.56465642788089,"Downregulated",7,0.00167147322596553,0.313504823151125,0.0580643640547532,0.00196748643767209
"PARVB","29780",1.08762988072202,"Upregulated",3,0.000133491993988092,0.273876404494382,0.0102985164700407,0.00113560330418479
"MALL","7851",1.49576466552516,"Upregulated",2,0,0.284463894967177,0.0174331043767001,0.000859787241203302
"OAS1","4938",1.58662610457839,"Upregulated",11,0.000464366253163496,0.313757039420756,0.133169351677361,0.00246774028527125
"NRK","203447",-2.56079612210929,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ALDOC","230",3.22500264526535,"Upregulated",14,7.87512239273897e-05,0.337078651685393,0.34518444548613,0.00271367214515888
"ENAM","10117",-2.01491907831969,"Downregulated",2,0.00149566448318885,0.32967032967033,0.0461152315551035,0.000838337842966636
"VOPP1","81552",0.965538628315416,"Upregulated",2,0.00141092454983697,0.321252059308072,0.0396853951869847,0.000933989980662834
"PLEKHB1","58473",-1.77679147781735,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ZNF44","51710",-1.55332043600912,"Downregulated",1,0,0.284256559766764,0.0234318522222909,0.000538028578568657
"TUBB2B","347733",-3.52051198996504,"Downregulated",3,0.000194945622795441,0.277777777777778,0.0167490402701896,0.00124280540151816
"CD8A","925",2.28004621970257,"Upregulated",38,0.0140119027484774,0.395136778115502,0.517716860851318,0.00785719800448907
"CCL5","6352",2.10236308971064,"Upregulated",29,0.00368314696089087,0.371428571428571,0.405490124016058,0.00598099728261943
"ST8SIA4","7903",2.62318840946221,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"NCF2","4688",1.95911247646974,"Upregulated",10,0.0035438871691795,0.319410319410319,0.0847962986042396,0.00264762939323692
"PRR7","80758",2.34169956491536,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"SH2D3C","10044",1.31362673426984,"Upregulated",6,0.00105439242934526,0.336206896551724,0.0872515348946157,0.00173241500173352
"GPM6A","2823",-2.07026080661603,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ADAMTS4","9507",2.26185277261499,"Upregulated",1,0,0.224266820011501,0.00118435236089926,0.000749933224222506
"ZMYND12","84217",-2.59109232800814,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"YBX3","8531",1.34095788903274,"Upregulated",3,0.00360281027691941,0.299079754601227,0.0258862191382307,0.00159575224201826
"HEY1","23462",1.83743377841415,"Upregulated",4,0.00109562474042181,0.282404055032585,0.0147436026609171,0.0017708789678459
"PTPN13","5783",-1.55852605679968,"Downregulated",7,0.00421552783438315,0.332764505119454,0.091939566413833,0.00244130833581155
"SUSD3","203328",-1.61531161508498,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"KLF15","28999",-2.61401290331428,"Downregulated",2,0.00335573364619008,0.235934664246824,0.00174361460962002,0.00143545069154873
"MUC13","56667",-3.71270826412212,"Downregulated",6,0.00146276738706149,0.325542570951586,0.0587324411653935,0.00194805394694237
"TACC3","10460",1.02418572940194,"Upregulated",11,0.00665946838168954,0.32967032967033,0.0818168737840344,0.00308381055677378
"ABHD10","55347",-1.15482762987029,"Downregulated",2,0.00669421416309383,0.170977641385357,3.82269126206014e-05,0.00213425152691952
"MPZL2","10205",1.65459812846549,"Upregulated",1,0,0.230360307147076,0.00117636181811369,0.000815062296462427
"KCNJ16","3773",-1.93133253121676,"Downregulated",6,0.0005640464116132,0.263513513513513,0.01162958663082,0.0018179971457692
"PHLDA3","23612",2.12908715828399,"Upregulated",3,0.00335573364619008,0.276988636363636,0.0105924178129738,0.00195668301240152
"ALDH7A1","501",-1.25530689113612,"Downregulated",26,0.0149255770817703,0.378640776699029,0.388935351192601,0.00539530416656457
"NIBAN1","116496",1.1826335653252,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"MRPL19","9801",-1.44373145773887,"Downregulated",9,0.000510594822212356,0.314009661835749,0.129566892793328,0.00204378826349086
"DDAH1","23576",-1.20985413999928,"Downregulated",1,0,0.256410256410256,0.0165091332191737,0.000541979870970739
"TBC1D2B","23102",1.19166803037664,"Upregulated",2,0.00109175867800178,0.243445692883895,0.00173248193793566,0.00156886307467901
"RNF149","284996",0.977347781595973,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"C3orf85","401081",-1.89273008227767,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"SEC24D","9871",1.27374882231399,"Upregulated",6,0.000768816774669999,0.310756972111554,0.0544615006731195,0.00159126586406974
"CCDC88A","55704",0.93784259809148,"Upregulated",2,0.000632960631109491,0.319934372436423,0.0388202384862645,0.000924489129438255
"EHHADH","1962",-1.62159239325833,"Downregulated",25,0.00252031148436088,0.327731092436975,0.362514910422507,0.00482311869778642
"KIAA1549","57670",-1.32324542022398,"Downregulated",3,0.000238737699464326,0.278174037089872,0.0181223629260264,0.0011426046950062
"FBXO36","130888",-1.34874265912355,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"TMEM52B","120939",-6.88343649016894,"Downregulated",4,0,0.283842794759825,0.0142220065638279,0.00127725628580841
"PTPRU","10076",1.59877018021342,"Upregulated",3,0.000127188131002223,0.326633165829146,0.0469041356235811,0.00109063410370362
"ABCD3","5825",-1.41006041564672,"Downregulated",6,0.00080408712319736,0.30256012412723,0.0641718144850492,0.0015416908122238
"CACNA2D3","55799",-1.94150418811952,"Downregulated",2,0.000116226833442776,0.259136212624585,0.00430851607679008,0.00111383271723816
"UBE2L6","9246",1.34714970088481,"Upregulated",11,0.00596293158663164,0.299079754601227,0.0570118056751088,0.00307661904629493
"LCP1","3936",1.65349438066809,"Upregulated",3,0,0.277382645803698,0.024438176241452,0.00100010399585662
"BMP2K","55589",1.32316470398546,"Upregulated",2,0.000551660818951226,0.278969957081545,0.0196427911021798,0.0010058513803653
"PRKN","5071",-1.9062682313503,"Downregulated",12,0.0102240778517762,0.37463976945245,0.209260604444825,0.0033184100596023
"SIPA1L2","57568",1.26612624685251,"Upregulated",2,1.72531292863243e-05,0.75,2.75353594804045e-17,0.00314117012832163
"PRAP1","118471",-2.87431579551441,"Downregulated",1,0,0.5,1.08657346403634e-17,0.00169792979909065
"CLMN","79789",-1.06820717216481,"Downregulated",1,0,0.186513629842181,6.04088165526223e-05,0.000857386809444562
"F11","2160",-4.64571332026964,"Downregulated",6,0,0.336787564766839,0.108852342373168,0.00154833520520618
"PTP4A3","11156",1.95234033675744,"Upregulated",1,0,0.25708635464733,0.00808888825457068,0.000605633844167144
"MLKL","197259",1.47687452002912,"Upregulated",3,0,0.276008492569002,0.0321597567650887,0.0009448199347293
"ZGPAT","84619",-1.37865322315704,"Downregulated",1,0,0.223880597014925,0.0018922092296574,0.00073077026725734
"EPCAM","4072",-1.85602268751738,"Downregulated",18,0.00979488877654337,0.371428571428571,0.247290685719721,0.00452973377175035
"FAS","355",1.29213273656873,"Upregulated",17,0.00312586476361375,0.367231638418079,0.262942366143274,0.00390376790192456
"SERPINA6","866",-2.70633429558426,"Downregulated",5,0.000947106311605653,0.333333333333333,0.0645981121697939,0.00146494169107046
"EMP3","2014",1.41082897396007,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"CDKN1A","1026",1.56446844612637,"Upregulated",18,0.0243397237134506,0.381231671554252,0.222015776673451,0.00549804462643489
"PDHB","5162",-0.981771785128489,"Downregulated",23,0.00252185840808515,0.34330985915493,0.476123041872322,0.00437228326496672
"CYP24A1","1591",-3.37939555590273,"Downregulated",4,0.00186375429764132,0.338835794960904,0.0583542324411229,0.00127576037307495
"ACOX1","51",-0.942585881864831,"Downregulated",30,0.00916731347226175,0.375,0.473157368057306,0.0057694260124717
"SLC27A2","11001",-2.17277476267423,"Downregulated",12,0.00146142033812189,0.31810766721044,0.142410383902755,0.00264826269856298
"DPYS","1807",-2.08972903413043,"Downregulated",6,0.00172850190866771,0.29082774049217,0.0711935367533714,0.00169048373291963
"CLMB","404550",1.95151736141378,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"TBC1D24","57465",-1.31909694012077,"Downregulated",2,0.00231212373876555,0.258107213765718,0.00381076093217811,0.00135262447514456
"P4HB","5034",1.32482142355974,"Upregulated",17,0.021982333192475,0.367924528301887,0.180298741263946,0.00466745587792582
"SDHD","6392",-1.74567244556598,"Downregulated",11,0.00326211735848524,0.312750601443464,0.121506580676518,0.0027550376862532
"CD27","939",2.71113366431917,"Upregulated",16,0.00113419751186736,0.348214285714286,0.237163255575605,0.00344506444606899
"TBX3","6926",-1.188498449484,"Downregulated",4,0.000271329762409533,0.278770550393138,0.0221303010957845,0.00139119654872632
"KNTC1","9735",1.42724299852404,"Upregulated",7,6.16183188797297e-06,0.271021542738012,0.0142392201391838,0.00211301540817596
"JUP","3728",-1.28334042815162,"Downregulated",11,0.00403877706767797,0.342706502636204,0.110978807426524,0.00309887871531392
"BIRC3","330",2.6882400949772,"Upregulated",11,0.000987891176755395,0.333618477331052,0.127471053711833,0.00263717941937769
"CYP26B1","56603",-2.46563148732709,"Downregulated",3,0,0.253411306042885,0.0134056828024712,0.0011251648350284
"DUSP9","1852",-6.4512525095217,"Downregulated",1,0,0.291044776119403,0.0269815280947928,0.000550266257888936
"AGXT2","64902",-3.07587870577825,"Downregulated",30,0.00977859955416855,0.34452296819788,0.363288771969031,0.00631931916753499
"PLCL1","5334",-3.02113736308845,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"MYDGF","56005",1.64662739697001,"Upregulated",2,0.00107838658043396,0.27027027027027,0.00825053381061984,0.00108241420588709
